nombre_programa,codigo_pto,departamento,fecha_muestra,fecha_hora,id_muestra,clorofila_a_mg_l,feofitina_a_mg_l,alc_t_mg_ca_co3_l,conduc_m_s_cm,od_mg_l,p_h_sin_unid,sat_o2_percent,ssf_mg_l,sst_mg_l,ssv_mg_l,t_º_c,transparencia_cm,as_mg_l,cd_mg_l,ca_mg_l,cr_mg_l,fe_mg_l,mg_mg_l,hg_mg_l,ni_mg_l,pb_mg_l,k_mg_l,na_mg_l,zn_mg_l,n_amoniacal_mg_nh4_n_l,cn_total_mg_l,po4_mg_po4_p_l,pt_mg_p_l,no3_mg_no3_n_l,no2_mg_no2_n_l,nt_mg_n_l,termo_tmf_ufc_100ml,aox_mg_l,glifosato_mg_l,aldrin_mg_l,p_p_ddd_mg_l,p_p_dde_mg_l,p_p_ddt_mg_l,dieldrin_mg_l,endosulfan_alfa_mg_l,endosulfan_beta_mg_l,endosulfansulfato_mg_l,heptacloro_mg_l,lindano_mg_l,metoxicloro_mg_l,atrazina_mg_l,dbo5_mg_o2_l,sustfenolicas_mg_l,ampa_mg_l,st_mg_l,stf_mg_l,stv_mg_l,color_unidad_de_color,turbidez_ntu,cu_mg_l,se_mg_l,so4_mg_l,si_o2_mg_si_o2_l,colif_tmf_ufc_100ml,enteroc_sd_nmp_100m_l,ecoli_mf_ufc_100ml,pc_btotales_ng_l,toc_mg_l,dqo_mg_o2_l,ay_g_mg_l,dureza_t_mg_ca_co3_l,al_mg_l,s2_mg_l,heptacloroepoxido_mg_l,sd_mg_l,sdv_mg_l,pcb105_ng_l,pcb114_ng_l,pcb118_ng_l,pcb123_ng_l,pcb126_ng_l,pcb156_ng_l,pcb157_ng_l,pcb167_ng_l,pcb169_ng_l,pcb189_ng_l,pcb77_ng_l,pcb81_ng_l,b_mg_l,cl_mg_l,fenantreno_mg_l,fluoranteno_mg_l,fluoreno_mg_l,naftaleno_mg_l,pireno_mg_l,dibenzo_a_h_antraceno_mg_l,criseno_mg_l,benzo_a_antraceno_mg_l,benzo_a_pireno_mg_l,benzo_b_j_fluoranteno_mg_l,benzo_k_fluoranteno_mg_l,benzo_ghi_perileno_mg_l,acenafteno_mg_l,acenaftileno_mg_l,antraceno_mg_l,indeno_1_2_3_cd_pyreno_mg_l,deterg318_mg_l,ecoli_sd_nmp_100m_l
Río Negro,RN9,RÍO NEGRO,2012-01-19,2012-01-19 00:00:00,3271174,12.3,2.7,42,94.3,7.13,8.07,86.6,NA,6,NA,25.3,NA,NA,NA,9.8,NA,1.3,3.1,NA,NA,NA,2,5.2,NA,0.03,NA,35.2,110,0.26,2,0.72,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,94,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN9F,RÍO NEGRO,2012-01-19,2012-01-19 00:00:00,3271175,NA,NA,42,94.6,7.77,7.92,94.6,NA,5,NA,25.3,NA,NA,NA,9.7,NA,1.4,3.1,0.31,NA,NA,1.8,5.4,0.006,NA,NA,26,78,0.16,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,120,90,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN10,RÍO NEGRO,2012-01-19,2012-01-19 00:00:00,3271176,8,15.7,42,75.8,6.52,8.31,80.6,NA,6,NA,26.6,NA,NA,NA,9.7,NA,1.2,3.1,0.26,NA,NA,1.9,5.3,0.006,0.015,NA,43.1,120,0.21,2,0.69,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,93,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN11,RÍO NEGRO,2012-01-24,2012-01-24 00:00:00,3271177,14.9,4.4,44,98,7.62,8.34,94.8,NA,5,NA,26.2,NA,NA,NA,10,NA,1,3.2,NA,NA,NA,1.9,5.3,0.006,NA,NA,NA,120,NA,NA,0.59,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,78,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN12,DURAZNO,2012-01-25,2012-01-25 00:00:00,3271178,6.5,3.5,53,118.5,6.99,8.08,86.4,NA,NA,NA,26.3,NA,NA,NA,12,NA,1,3.8,NA,NA,NA,1.9,7.4,NA,0.017,NA,NA,140,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.05,0.005,NA,NA,NA,NA,NA,NA,NA,NA,120,86,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN13,SORIANO,2012-01-25,2012-01-25 00:00:00,3271179,40.6,10.5,49,111.6,7.75,9.06,97.2,NA,11,6,26.5,NA,NA,NA,12,NA,1.2,3.5,NA,NA,NA,1.9,6.7,NA,NA,NA,34,140,NA,NA,0.53,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,89,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN13F,RÍO NEGRO,2012-01-26,2012-01-26 00:00:00,3271180,NA,NA,49,113.3,6.37,7.68,78.3,5,6,NA,25.5,NA,NA,NA,12,NA,1.2,3.5,0.23,NA,NA,1.9,6.9,0.004,0.023,NA,NA,370,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,140,97,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN14,SORIANO,2012-01-26,2012-01-26 00:00:00,3271181,3.8,1.5,50,115.4,6.17,7.7,72.5,NA,NA,NA,24.5,NA,NA,NA,12,NA,1,3.5,0.21,NA,NA,1.9,6.9,NA,0.079,NA,NA,170,NA,NA,0.77,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,91,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN15,SORIANO,2012-01-27,2012-01-27 00:00:00,3271182,25.3,3.1,52,112.9,7.83,8.67,95.1,7,11,NA,24.9,NA,NA,NA,12,NA,1.2,3.5,NA,NA,NA,1.9,6.9,NA,NA,NA,52.7,120,NA,NA,0.65,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,88,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN16,SORIANO,2012-01-27,2012-01-27 00:00:00,3271183,26.5,6.3,52,113.2,8.67,8.68,105.7,10,15,5,25.5,NA,NA,NA,12,NA,1.4,3.5,NA,NA,NA,1.9,6.8,0.008,NA,NA,50.9,130,NA,NA,0.68,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,93,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN17,SORIANO,2012-01-27,2012-01-27 00:00:00,3271184,10.2,2.9,52,112.6,6.55,7.97,81.4,7,9,NA,26.2,NA,NA,NA,12,NA,1.3,3.5,NA,NA,NA,1.9,6.9,NA,0.014,NA,67.6,130,NA,NA,0.67,3400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,86,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN1,CERRO LARGO,2012-03-20,2012-03-20 00:00:00,3271185,1.3,7.6,43.3,124.8,5.84,6.86,71.7,10,18,7.4,24.6,NA,NA,NA,11,NA,1.1,2.8,NA,NA,NA,2.5,9,NA,NA,NA,139,246,0.22,NA,1.15,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,160,82,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN2,TACUAREMBÓ,2012-03-20,2012-03-20 00:00:00,3271186,0.1,2.9,36.2,94.8,5.23,6.74,63.5,NA,8.8,7.6,25.3,NA,NA,NA,10,NA,1.3,3,NA,NA,NA,1.9,5.9,NA,NA,NA,125,216,0.24,NA,0.93,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,150,58,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN3,TACUAREMBÓ,2012-03-20,2012-03-20 00:00:00,3271187,16,2.5,28.3,69.6,7.8,7.31,93.4,7.4,14,6.6,24.3,NA,NA,NA,16,NA,1,3.2,NA,NA,NA,2.1,4,NA,NA,NA,79,157,0.12,53,0.8,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,120,48,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN5,TACUAREMBÓ,2012-03-21,2012-03-21 00:00:00,3271188,10.2,3,37.6,89.1,7.24,7.583,88.5,NA,6,NA,24.6,NA,NA,NA,9.6,NA,1,2.7,NA,NA,NA,2,4.7,NA,NA,NA,26.6,114,NA,NA,0.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,94,61,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN5F,TACUAREMBÓ,2012-03-21,2012-03-21 00:00:00,3271189,NA,NA,37.8,89.5,7.55,7.13,90.9,NA,5,NA,24.8,NA,NA,NA,13,NA,1.6,3.2,NA,NA,NA,1.9,5,NA,NA,NA,35.2,114,NA,37,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,94,59,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN6,TACUAREMBÓ,2012-03-21,2012-03-21 00:00:00,3271190,1.6,8.7,37.3,88.6,7.14,7.48,85.1,NA,NA,NA,24.7,85,NA,NA,9.2,NA,1.2,2.7,NA,NA,NA,1.9,4.8,NA,NA,NA,30.6,105,NA,NA,0.46,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.5,NA,98,60,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN7,TACUAREMBÓ,2012-03-21,2012-03-21 00:00:00,3271191,0.9,6.3,37.8,88.7,7.42,6.97,88.8,NA,NA,NA,24.5,108,NA,NA,11,NA,1.4,3,NA,NA,NA,1.8,5,NA,NA,NA,36.4,107,NA,NA,0.46,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,95,62,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN9,RÍO NEGRO,2012-03-22,2012-03-22 00:00:00,3271192,0.4,1.4,38.5,88.7,6.61,6.85,80,NA,6,NA,24.5,0.7,NA,NA,9.3,NA,0.56,2.8,NA,NA,NA,1.9,4.3,NA,NA,NA,44.8,94.8,0.1,40,0.52,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,7.1,NA,100,70,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN9F,RÍO NEGRO,2012-03-22,2012-03-22 00:00:00,3271193,NA,NA,39.1,89.5,7.31,6.9,88.4,NA,6,NA,24.5,NA,NA,NA,9.2,NA,0.48,2.8,NA,NA,NA,2.8,4.6,NA,NA,NA,35.2,82.9,0.12,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3,NA,100,68,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN10,RÍO NEGRO,2012-03-22,2012-03-22 00:00:00,3271194,1.2,1.3,39,90.6,7.12,7.09,86.3,NA,6,NA,24.8,60,NA,NA,15,NA,0.51,3.5,NA,NA,NA,1.9,4.7,NA,NA,NA,78.1,79.4,0.14,NA,0.54,73,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.3,NA,110,67,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN11,RÍO NEGRO,2012-03-27,2012-03-27 00:00:00,3271195,3,NA,43.7,98.3,7.17,6.68,83,NA,NA,NA,22.4,NA,NA,NA,8.8,NA,0.7,3,NA,NA,NA,2.2,5.3,NA,NA,NA,53.6,100,0.18,40,0.63,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,120,91,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN12,DURAZNO,2012-03-27,2012-03-27 00:00:00,3271196,0.9,11.2,47.3,106.9,7.34,6.86,84.2,5,7,NA,22.1,NA,NA,NA,9.8,NA,0.54,3.2,NA,NA,NA,1.8,6.4,NA,NA,NA,76.3,111,0.16,50,0.64,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.1,NA,140,100,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN13,SORIANO,2012-03-28,2012-03-28 00:00:00,3271197,0.3,1.9,44.1,100.9,6.82,7.34,80.7,NA,NA,NA,23,0.75,NA,NA,10,NA,1.1,3,NA,NA,NA,2.2,5.3,NA,NA,NA,41.4,107,0.12,NA,0.53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.8,NA,130,95,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN13F,RÍO NEGRO,2012-03-28,2012-03-28 00:00:00,3271198,NA,NA,44.6,101.4,7.06,7.23,82.3,NA,NA,NA,22.4,NA,NA,NA,10,NA,0.91,3,NA,NA,NA,1.6,5.3,NA,0.03,NA,51.8,108,0.07,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,4,NA,100,74,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN14,SORIANO,2012-03-28,2012-03-28 00:00:00,3271199,NA,0.5,45.2,85.6,6.81,7.22,75.9,NA,NA,NA,22.1,NA,NA,NA,11,NA,1.1,3,NA,NA,NA,1.7,5.6,NA,NA,NA,64.1,115,0.21,NA,0.63,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,96,69,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN15,SORIANO,2012-03-29,2012-03-29 00:00:00,3271200,1.2,4,62.8,133.6,8.73,7.69,96.5,NA,7,NA,20.1,0.75,NA,NA,15,NA,1.1,3.4,NA,NA,NA,2.1,7.8,NA,NA,NA,60.6,116,NA,NA,0.53,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,130,100,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN16,SORIANO,2012-03-29,2012-03-29 00:00:00,3271201,4,3.8,65,139.5,8.5,7.66,94,5,7,NA,20.2,80,NA,NA,16,NA,1.2,3.5,NA,NA,NA,2.4,8.5,NA,NA,NA,72.8,133,NA,NA,0.59,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,6.2,NA,150,120,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN17,SORIANO,2012-03-29,2012-03-29 00:00:00,3271202,1.8,6,61.4,134,7.46,7.21,84.2,6,9,NA,21.5,65,NA,NA,15,NA,1.3,3.3,NA,NA,NA,2.1,7.9,NA,NA,NA,64.1,127,0.11,50,0.72,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,150,120,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN1,CERRO LARGO,2012-08-14,2012-08-14 00:00:00,3271203,0.7,1,44.5,146.4,8.12,7.37,81.2,19,27,7.8,15.4,NA,NA,NA,12,NA,1.2,3.1,NA,NA,NA,4.6,12,NA,0.05,NA,116,194,0.52,60,1.27,1100,21,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,1.7,2.2,NA,200,72,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN2,TACUAREMBÓ,2012-08-14,2012-08-14 00:00:00,3271204,0.7,0.9,49.1,131.6,8.28,7.69,83.5,160,180,17,15.4,NA,NA,NA,12,NA,1.9,3.7,NA,NA,NA,3,8.9,NA,NA,NA,57.1,121,0.32,60,1.04,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.6,NA,310,220,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN3,TACUAREMBÓ,2012-08-14,2012-08-14 00:00:00,3271205,0.4,0.3,30.9,86.9,8.75,7.57,86.2,NA,NA,NA,14.9,NA,NA,NA,8.9,NA,1.2,2.5,NA,NA,NA,2.7,5.3,NA,NA,NA,70.2,114,0.1,60,0.75,80,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.6,NA,110,49,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN5,TACUAREMBÓ,2012-08-15,2012-08-15 00:00:00,3271206,13.3,1.4,36.8,89.8,9.16,7.38,87.1,NA,NA,NA,13.4,120,NA,NA,9.4,NA,0.7,2.9,NA,NA,NA,2,5,NA,NA,NA,64.1,110,0.09,50,0.65,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,93,46,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN5F,TACUAREMBÓ,2012-08-15,2012-08-15 00:00:00,3271207,NA,NA,36.7,89.8,9.34,7.53,85.1,NA,NA,NA,13.9,NA,NA,NA,8.8,NA,0.78,2.9,NA,NA,NA,1.9,5,NA,NA,NA,61.5,73.6,0.11,60,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,93,47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Río Negro,RN6,TACUAREMBÓ,2012-08-15,2012-08-15 00:00:00,3271208,179,14.4,39.8,95.9,7.77,7.63,76.8,5,9,NA,14.7,NA,NA,NA,9.7,NA,0.68,3,NA,NA,NA,2.2,5.5,NA,NA,NA,78.1,229,0.11,60,0.69,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3.2,NA,97,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
